primary,celllinename,tissue,gcell_gene__nrpkm_ALK,gcell_gene__nrpkm_APC,gcell_gene__nrpkm_ARID1A,gcell_gene__nrpkm_BCL6,gcell_gene__nrpkm_BRAF,gcell_gene__nrpkm_CBL,gcell_gene__nrpkm_CDKN2A,gcell_gene__nrpkm_CIC,gcell_gene__nrpkm_CSMD3,gcell_gene__nrpkm_CTNNB1,gcell_gene__nrpkm_DAXX,gcell_gene__nrpkm_DNAH5,gcell_gene__nrpkm_DNAJB1,gcell_gene__nrpkm_DNMT3A,gcell_gene__nrpkm_EGFR,gcell_gene__nrpkm_ERBB2,gcell_gene__nrpkm_FBXW7,gcell_gene__nrpkm_GLI1,gcell_gene__nrpkm_IDH1,gcell_gene__nrpkm_KMT2D,gcell_gene__nrpkm_KRAS,gcell_gene__nrpkm_LGALS7,gcell_gene__nrpkm_MET,gcell_gene__nrpkm_MUC16,gcell_gene__nrpkm_NFE2L2,gcell_gene__nrpkm_NOTCH2,gcell_gene__nrpkm_PIK3CA,gcell_gene__nrpkm_PRCC,gcell_gene__nrpkm_PTEN,gcell_gene__nrpkm_RUNX1,gcell_gene__nrpkm_TET2,gcell_gene__nrpkm_TP53,gcell_gene__nrpkm_TP63
CL586213,HCC1171,Lung,0.043215312,1.865052485,15.65205741,2.918796378,4.627500225,9.083143334,0.012036954,33.39657473,0.00989527,89.4189409,24.26811054,1.028227526,49.77497118,4.417364829,17.70268297,11.99809066,4.913398561,0.026272583,13.11635825,16.59336893,81.78313289,0,55.64038036,0.001300917,22.58150256,15.99200525,2.354929531,86.09271597,4.178094508,18.69804355,1.237208446,18.72835478,0.477556239
CL586519,GP5d,Colon,0,2.273955991,13.85649499,1.754589836,4.982793207,5.262884771,0.190707071,5.422247482,0.001119824,75.51481113,39.62904794,0.054879976,39.68864029,3.322670155,14.73679176,41.88282063,5.805284686,0.004162488,82.61092151,13.37347651,9.020214644,0,30.42488912,0.001030552,18.58274157,8.201852405,2.009522546,20.15692886,9.937661617,0.482585703,2.451165834,44.52554368,0.246822444
CL587072,HCC1833,Lung,0.056112809,3.048864003,29.04486675,7.706158652,4.822140958,3.267274943,6.144803047,12.03109179,0.388352785,59.75668942,29.61405601,0.89953503,29.26331501,5.997683682,8.168571907,1.626813584,10.82552101,0,43.6942168,10.41002713,9.290409493,0,6.694235495,0.002222596,24.87611931,0.385324272,3.485006342,72.55085996,7.4373985,0.385567086,2.055952268,18.67410399,0.011939955
CL587527,HCC3440,Colon,0,3.909419459,8.561973162,2.030424716,5.005643714,3.484361398,0.182288019,6.042299762,0,101.6809622,30.24391766,0,72.87574182,1.363051194,6.644851092,16.66594693,3.724117207,0,57.78406077,4.678106283,10.15545479,0,75.02188934,0,31.42595568,4.459921238,4.186089101,38.97742184,6.475313902,2.326375024,1.55787519,3.718717345,0
CL587217,HCC4000,Lung,0,3.633444693,18.06167556,0,2.669031149,5.133283783,97.72141499,13.99342062,0.011587368,25.48828675,35.08995955,0.036529649,35.46907408,8.89996825,0.066422964,12.9627751,3.286472769,0.165106647,7.182543084,7.174140475,8.744971958,0,15.71273274,0,14.45400934,0.523222232,3.879514758,32.8508993,2.274564118,0.104032305,1.885007035,2.296281022,0.011934545
CL584427,HT-29,Colon,0,5.255908598,22.17604325,1.986902179,3.377365043,8.603181167,21.67033278,11.71547934,0.003077323,51.41202737,31.64255326,0.126999955,43.75313324,1.776082274,10.65901268,20.91852745,4.239349083,0.812146887,29.2056368,12.67877222,11.47914222,0,79.50910827,0.025959996,19.06079846,7.354326685,2.533685239,29.87713721,6.330122347,4.79981486,1.537343448,32.26211863,0.003169525
CL586014,HCC2935,Lung,0.132122899,3.635507441,16.99193237,10.97949169,6.68944778,3.944634859,0,11.59251216,0.002542267,51.34172564,39.74374997,0.155191787,119.7018196,7.161314217,35.16409805,53.73287479,2.848014717,0.014174755,103.6202274,8.722576189,7.414862967,0,57.04381841,0.987310356,41.54621121,13.51071937,4.278372147,29.00037641,6.170166399,6.158511443,2.044673962,58.17709979,5.32590176
CL586720,HCC461,Lung,0.443570424,5.559812779,18.5585758,2.876565746,2.941657127,11.10216359,18.07485689,11.89435178,0.022839138,163.807167,66.99647357,0.247191659,41.62564763,1.517142594,71.68426189,2.809258564,3.957569294,0.084895147,20.82136629,6.873809044,12.47865518,0,36.95227381,0.001236377,21.01085405,39.8305123,3.429631925,37.93403187,3.334682758,13.30751842,3.096884738,1.369965577,0.282281244
CL134144,HOP-92,Lung,0.003198765,1.528176168,16.49079125,2.667591725,6.473365864,5.054665815,4.664209166,12.37326058,0.026681763,60.21484509,32.10765267,0.449364834,78.3166464,1.854926343,23.67583234,7.673930049,3.155612991,0.005834031,15.75762238,11.7521491,4.599370678,0,67.30237599,0.000481465,17.7389574,17.32264647,4.377860175,43.58474254,6.062108521,15.29795524,0.820975748,9.240384066,4.154509812
CL586085,KLN 205,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL588329,KM-12 (Ignyta),Colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL131975,H322T,Lung,0.025092157,3.984354853,25.60606165,15.38756827,3.594913057,8.196045974,0.006552216,9.824387886,0.001538974,102.4605164,23.1770805,0.80052675,77.76439734,5.142435735,21.13982919,21.85421661,3.282960336,0.040043536,133.6466157,9.767991568,14.48994081,0,9.416486825,0.413555861,22.3197218,9.664486307,4.72489441,30.70864993,6.725544727,6.099589692,2.968766836,38.19653178,4.964483182
CL586449,HCC193,Lung,0,3.888523854,12.88866266,3.263800204,5.025699144,12.53436975,1.871342617,4.522583493,0.014674556,117.8769233,28.92073444,1.003948341,43.35550754,0.884475683,37.07902755,10.20179072,2.907868228,0.00259746,31.14309154,4.651951258,11.4440305,0,126.1439584,0.121756695,35.77243321,39.227383,5.367093929,17.32576961,4.816382646,13.26390507,1.462077476,15.32418252,0.256222185
CL586466,HCC2302,Lung,0.161200828,3.398166109,18.51524824,6.362787933,4.529689113,3.718535862,11.5056219,6.461982635,0.001318254,97.89758632,21.12009795,0.153010861,32.01373494,3.573108605,22.3511807,24.1828546,2.659097893,0.083301212,46.39875031,13.28967763,10.26672704,0,29.55140464,3.085074854,24.2883653,12.68106498,2.722200027,66.86794157,6.691359721,6.261998299,2.124977011,3.586341545,0.021724025
CL586318,HCC44,Lung,0.044840526,4.375917663,18.84481135,2.52786143,3.530925236,6.20094648,71.14927213,14.01959548,0.006111551,99.49035822,46.50400764,1.297889214,69.43429884,1.335933174,23.87310803,4.084783911,2.492335775,0.049977814,11.01748779,12.36220085,3.989145717,0,57.94016647,0.063367558,14.12660753,30.16186829,2.674037651,35.34786716,6.260773521,8.248454884,1.486618806,1.260518436,0.002517865
CL586419,HCC1195,Lung,0.478687723,2.381283172,11.50102315,5.853927082,7.391391733,10.65883162,1.193527796,14.08763414,0.003788295,173.8606389,17.8360705,1.200246821,68.44250267,10.799308,26.04556671,79.90685142,16.49851561,0.021122156,87.49217769,5.543110308,8.245836527,0,49.2323585,0.043578667,27.70679839,13.78448115,4.658987391,56.26431167,3.07135376,11.12488936,2.015563497,42.06277229,3.616967633
CL587219,HCC4002,Lung,10.91123792,2.654364116,32.16223754,9.050220234,4.329853553,3.929618222,48.72806706,20.21301839,0,114.6841942,39.22386336,0.323873951,46.67392761,8.954547238,1.599025469,3.833327451,2.976931728,0.18669327,17.11903679,10.76598818,5.948693927,0,2.69341814,0,19.73213128,0.308426016,4.02299051,37.42220035,5.912677408,7.863087923,1.74930858,30.07119222,0.06466311
CL586214,HCC4017,Lung,0.026784919,4.804707404,18.84087062,1.24337524,3.694975479,16.1728077,0.020982722,11.70922629,0.06899742,92.35459881,25.2303947,3.833386951,79.12292873,1.454092571,74.26776622,3.290872297,2.752456452,0.054957786,7.573957768,9.800430736,42.70409507,0,107.5618705,0,23.96190218,31.89314021,2.574031272,46.12320843,7.259982918,10.50943928,1.439198636,15.8415483,0.148897465
CL588327,HCC78 (Ignyta),Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL586145,HT-55,Colon,0.005719093,4.497895661,18.65258256,1.313449296,5.870533898,10.84908956,0.38231151,7.86059591,0.122067388,245.1016612,16.26969392,0.008444379,83.86271091,1.33324896,17.5740612,30.30447826,3.020712378,0.036507458,100.728493,8.633499732,7.802268242,0,54.59975729,0.001721628,27.04982473,10.6436616,3.444882569,38.3983044,6.110748482,20.57875987,0.944974146,39.02397807,0.002890224
CL130122,HCC-15,Lung,0.021318431,5.827235141,18.24488314,5.460254976,2.933787942,9.855173809,0,10.56811382,0.002615041,34.1601496,32.29922726,0.029228806,37.64708274,3.241176985,17.33401929,5.542618052,1.575022003,0.009720344,47.83507382,6.291626901,7.225184112,0,17.31952838,0,27.98092934,6.796214865,2.033239825,40.72581225,8.819314268,3.453406591,0.561003415,25.13644771,0.210084565
CL587079,HCC2450,Lung,0.011026843,3.093158889,16.87949011,6.205350017,3.188919771,9.960347828,79.45981977,16.42521853,0.008115694,113.7719944,37.5151135,0.839655016,66.09743556,2.684063466,20.26758489,16.66519824,1.688592085,0.050277954,41.54799992,7.484164061,3.973718291,0,36.28763102,0.024480783,18.97096499,30.40716563,4.454654359,38.77932611,4.459027914,10.094885,1.841634836,51.37698129,0.050153126
CL586338,HCC33,Lung,1.274672141,7.354602457,30.8068126,0.962867227,5.219650944,3.903888939,25.8995989,13.74519479,0.124633652,64.89386129,60.76497947,0.075010596,14.48879579,14.64041851,0.012094052,1.836742852,6.248471867,0.244272056,16.24983097,10.95187037,19.84246097,0,0.455347562,0,13.67291451,5.406074417,4.093249588,42.93810162,3.797574206,0.423544295,3.340020554,38.54143635,0.058349039
CL586317,HCC366,Lung,0.0206152,3.711952452,16.94753604,1.846788973,4.605003508,34.42948225,22.17864489,4.807792753,0.038212653,96.89011869,45.44039517,0.469627794,43.47398334,2.157046477,113.4290013,8.834940258,2.818442727,0.02088822,8.923040306,10.50109497,6.456717582,0,84.91314942,0.111360108,38.244331,29.55204135,3.618349679,38.02066464,5.94247113,16.4603192,1.223801574,18.38884791,0.034727266
CL586464,HCC4011,Lung,0.010572653,4.82519489,24.12895706,5.024141543,5.805867942,5.367169965,0,9.280709822,0.025938043,83.30162957,24.88428024,3.661842049,75.75082365,5.056091122,104.0793095,27.38645478,3.814684953,0.014462109,65.73423365,8.475706731,7.503110445,0,277.0719485,1.054668043,31.08922038,553.9091043,6.285980254,35.90673861,8.535276876,14.36196167,1.09959356,35.81650027,1.429262677
CL130762,HOP-18,Lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL587130,KHM-3S,Lung,0,2.103317652,25.72824528,0.567799636,5.474990766,5.838412877,6.479375839,4.636728261,0,41.50528514,27.90790466,0.00125694,86.82652916,0.926115256,0.08495877,2.543398656,3.10899577,0.472767763,2.619966638,9.106944129,11.51482872,0,8.06377084,0.00717537,7.610971279,13.47757194,5.670399585,59.13594531,4.902097763,14.54997868,1.91299548,1.378238963,13.47024226
CL584692,HCA-7,Colon,0,2.883604392,17.33198531,3.714715551,5.452380232,7.276920702,0.419824125,10.20713097,0.012187456,109.0793328,31.42403645,0.130505918,98.72009224,2.545338419,10.43475542,36.88147447,3.945630253,0.037065175,21.36116073,11.46786262,6.589418582,0,153.6038479,0,20.24268462,13.51523986,2.268268957,34.49558891,5.399512237,6.400614439,1.472529788,22.04590436,0.00684688
CL586423,HCC1263,Colon,0.056918985,3.31850422,13.0700714,2.269665561,4.193320934,6.807896809,4.967555214,9.080293053,0,161.3769744,23.79192223,0.023567403,51.28431063,1.516430733,12.45355994,30.85393196,2.914485188,0.126880156,107.9051355,6.403794574,8.857396018,0,40.28624429,0.000158652,24.88944975,5.129938342,1.946387907,44.74715049,4.982405012,7.622667563,1.204996456,53.34719844,0.176850284
CL586390,HCC2885,Lung,0.01344412,4.851950997,16.12279968,1.406930126,3.73604229,17.22990961,0.035106102,15.21505323,0.234176842,104.2781361,11.60429972,0.60402436,61.88006249,7.056945089,75.56739499,16.38866515,3.904422018,0.042909831,12.91824511,18.19485663,4.948037226,0,38.78468779,0.010117762,27.12655674,12.40821207,3.422528705,37.38207767,8.616424925,16.54238816,0.948601868,29.73022474,0
CL586212,HCC515,Lung,0,2.298680156,19.6541813,1.679699252,5.249025231,8.158645748,34.96867776,7.957716299,0,52.97127259,28.9665469,0.123408975,30.52866642,6.736003905,50.37354236,9.494214023,3.089659327,2.338919025,26.54896195,20.85118583,7.798162156,0,59.94800576,0.032911894,26.00326964,17.7561557,2.471018489,65.20178223,8.022064353,11.44535607,2.459779164,15.71600434,0.005973149
CL586515,HCC1534,Lung,0,4.198061293,33.92563352,1.071597416,4.431693752,12.11585712,14.45211519,10.42760761,0,100.2169578,54.19191098,1.532012541,54.11754199,4.130466074,23.68473797,12.04967218,3.024242999,4.096631104,71.87308081,11.81650056,6.198597643,0,12.57889291,0.081576009,15.74349499,24.78861982,2.795748028,44.08498643,3.212149246,1.515848841,1.501074556,28.70122837,0.014646811
CL587073,HCC1897,Lung,0.047112726,3.360011357,22.47671921,4.928225641,3.661125278,4.927488478,29.56940786,11.28345994,0,45.12632849,11.8817754,0.923090914,44.62061827,5.196481386,38.45891434,20.19083542,8.550627496,0.019094667,15.17039152,8.561899758,8.836453473,0,108.3487317,1.032164909,29.16677351,14.17524239,9.3891753,57.18871911,12.59385853,21.13987919,3.609059684,1.363926675,0.005290906
CL586384,HCC2270,Lung,0.013179135,2.219347344,24.59434681,2.876462616,3.707965626,10.48011612,0.005506265,8.279319107,0,92.04145174,38.19668179,0.727222201,44.08308738,1.531723381,79.63974629,22.4236015,4.976767433,0.019229291,30.71669067,9.810152834,5.106427569,0,39.91995117,8.952293625,21.81446173,11.33038555,2.032159452,43.03290663,4.789211878,17.78017711,3.683141717,1.77167118,4.369130737
